Year,Enrollment,First_Degree,Sex,Institute_Type
2001,3116,Business & Administration,M,Polytechnic
2001,128,Legal Studies,M,Polytechnic
2001,509,Science & Related Technologies,M,Polytechnic
2001,396,Health Sciences,M,Polytechnic
2001,5639,Information Technology,M,Polytechnic
2001,626,Architecture & Building,M,Polytechnic
2001,19823,Engineering Sciences,M,Polytechnic
2001,476,Services,M,Polytechnic
2001,25686,Females Total,F,Polytechnic
2001,292,Education,F,Polytechnic
2001,881,Applied Arts,F,Polytechnic
2001,0,Humanities & Social Sciences,F,Polytechnic
2001,584,Mass Communication & Information Science,F,Polytechnic
2001,7928,Business & Administration,F,Polytechnic
2001,274,Legal Studies,F,Polytechnic
2001,1104,Science & Related Technologies,F,Polytechnic
2001,2058,Health Sciences,F,Polytechnic
2001,3555,Information Technology,F,Polytechnic
2001,964,Architecture & Building,F,Polytechnic
2001,7906,Engineering Sciences,F,Polytechnic
2001,140,Services,F,Polytechnic
2001,39571,Total,MF,University
2001,962,Education,MF,University
2001,72,Applied Arts,MF,University
2001,5417,Humanities & Social Sciences,MF,University
2001,533,Mass Communication,MF,University
2001,2255,Accountancy,MF,University
2001,3762,Business & Administration,MF,University
2001,629,Law,MF,University
2001,3823,"Natural, Physical & Mathematical Sciences",MF,University
2001,1036,Medicine,MF,University
2001,137,Dentistry,MF,University
2001,314,Health Sciences,MF,University
2001,2123,Information Technology,MF,University
2001,1494,Architecture & Building,MF,University
2001,17014,Engineering Sciences,MF,University
2001,0,Services,MF,University
2001,57499,Total,MF,Polytechnic
2001,304,Education,MF,Polytechnic
2001,1742,Applied Arts,MF,Polytechnic
2001,0,Humanities & Social Sciences,MF,Polytechnic
2001,811,Mass Communication & Information Science,MF,Polytechnic
2001,11044,Business & Administration,MF,Polytechnic
2001,402,Legal Studies,MF,Polytechnic
2001,1613,Science & Related Technologies,MF,Polytechnic
2001,2454,Health Sciences,MF,Polytechnic
2001,9194,Information Technology,MF,Polytechnic
2001,1590,Architecture & Building,MF,Polytechnic
2001,27729,Engineering Sciences,MF,Polytechnic
2001,616,Services,MF,Polytechnic
2002,20896,Males Total,M,University
2002,261,Education,M,University
2002,48,Applied Arts,M,University
2002,1478,Humanities & Social Sciences,M,University
2002,137,Mass Communication,M,University
2002,711,Accountancy,M,University
2002,1227,Business & Administration,M,University
2002,245,Law,M,University
2002,1409,"Natural, Physical & Mathematical Sciences",M,University
2002,671,Medicine,M,University
2002,80,Dentistry,M,University
2002,68,Health Sciences,M,University
2002,1283,Information Technology,M,University
2002,629,Architecture & Building,M,University
2002,12649,Engineering Sciences,M,University
2002,0,Services,M,University
2002,19844,Females Total,F,University
2002,846,Education,F,University
2002,49,Applied Arts,F,University
2002,3792,Humanities & Social Sciences,F,University
2002,413,Mass Communication,F,University
2002,1498,Accountancy,F,University
2002,2738,Business & Administration,F,University
2002,435,Law,F,University
2002,2674,"Natural, Physical & Mathematical Sciences",F,University
2002,410,Medicine,F,University
2002,56,Dentistry,F,University
2002,257,Health Sciences,F,University
2002,785,Information Technology,F,University
2002,883,Architecture & Building,F,University
2002,5008,Engineering Sciences,F,University
2002,0,Services,F,University
2002,32783,Males Total,M,Polytechnic
2002,9,Education,M,Polytechnic
2002,865,Applied Arts,M,Polytechnic
2002,0,Humanities & Social Sciences,M,Polytechnic
2002,329,Mass Communication & Information Science,M,Polytechnic
2002,3072,Business & Administration,M,Polytechnic
2002,114,Legal Studies,M,Polytechnic
2002,774,Science & Related Technologies,M,Polytechnic
2002,361,Health Sciences,M,Polytechnic
2002,6723,Information Technology,M,Polytechnic
2002,588,Architecture & Building,M,Polytechnic
2002,19424,Engineering Sciences,M,Polytechnic
2002,524,Services,M,Polytechnic
2002,26535,Females Total,F,Polytechnic
2002,326,Education,F,Polytechnic
2002,969,Applied Arts,F,Polytechnic
2002,0,Humanities & Social Sciences,F,Polytechnic
2002,739,Mass Communication & Information Science,F,Polytechnic
2002,7876,Business & Administration,F,Polytechnic
2002,259,Legal Studies,F,Polytechnic
2002,1341,Science & Related Technologies,F,Polytechnic
2002,2180,Health Sciences,F,Polytechnic
2002,4305,Information Technology,F,Polytechnic
2002,931,Architecture & Building,F,Polytechnic
2002,7460,Engineering Sciences,F,Polytechnic
2002,149,Services,F,Polytechnic
2002,40740,Total,MF,University
2002,1107,Education,MF,University
2002,97,Applied Arts,MF,University
2002,5270,Humanities & Social Sciences,MF,University
2002,550,Mass Communication,MF,University
2002,2209,Accountancy,MF,University
2002,3965,Business & Administration,MF,University
2002,680,Law,MF,University
2002,4083,"Natural, Physical & Mathematical Sciences",MF,University
2002,1081,Medicine,MF,University
2002,136,Dentistry,MF,University
2002,325,Health Sciences,MF,University
2002,2068,Information Technology,MF,University
2002,1512,Architecture & Building,MF,University
2002,17657,Engineering Sciences,MF,University
2002,0,Services,MF,University
2002,59318,Total,MF,Polytechnic
2002,335,Education,MF,Polytechnic
2002,1834,Applied Arts,MF,Polytechnic
2002,0,Humanities & Social Sciences,MF,Polytechnic
2002,1068,Mass Communication & Information Science,MF,Polytechnic
2002,10948,Business & Administration,MF,Polytechnic
2002,373,Legal Studies,MF,Polytechnic
2002,2115,Science & Related Technologies,MF,Polytechnic
2002,2541,Health Sciences,MF,Polytechnic
2002,11028,Information Technology,MF,Polytechnic
2002,1519,Architecture & Building,MF,Polytechnic
2002,26884,Engineering Sciences,MF,Polytechnic
2002,673,Services,MF,Polytechnic
2003,21275,Males Total,M,University
2003,290,Education,M,University
2003,83,Applied Arts,M,University
2003,1501,Humanities & Social Sciences,M,University
2003,134,Mass Communication,M,University
2003,672,Accountancy,M,University
2003,1406,Business & Administration,M,University
2003,273,Law,M,University
2003,1460,"Natural, Physical & Mathematical Sciences",M,University
2003,673,Medicine,M,University
2003,78,Dentistry,M,University
2003,71,Health Sciences,M,University
2003,1230,Information Technology,M,University
2003,593,Architecture & Building,M,University
2003,12811,Engineering Sciences,M,University
2003,0,Services,M,University
2003,20410,Females Total,F,University
2003,884,Education,F,University
2003,91,Applied Arts,F,University
2003,3735,Humanities & Social Sciences,F,University
2003,474,Mass Communication,F,University
2003,1497,Accountancy,F,University
2003,2865,Business & Administration,F,University
2003,479,Law,F,University
2003,2976,"Natural, Physical & Mathematical Sciences",F,University
2003,441,Medicine,F,University
2003,60,Dentistry,F,University
2003,273,Health Sciences,F,University
2003,686,Information Technology,F,University
2003,881,Architecture & Building,F,University
2003,5068,Engineering Sciences,F,University
2003,0,Services,F,University
2003,32848,Males Total,M,Polytechnic
2003,7,Education,M,Polytechnic
2003,845,Applied Arts,M,Polytechnic
2003,0,Humanities & Social Sciences,M,Polytechnic
2003,378,Mass Communication & Information Science,M,Polytechnic
2003,2941,Business & Administration,M,Polytechnic
2003,107,Legal Studies,M,Polytechnic
2003,971,Science & Related Technologies,M,Polytechnic
2003,562,Health Sciences,M,Polytechnic
2003,6907,Information Technology,M,Polytechnic
2003,556,Architecture & Building,M,Polytechnic
2003,19066,Engineering Sciences,M,Polytechnic
2003,508,Services,M,Polytechnic
2003,27113,Females Total,F,Polytechnic
2003,350,Education,F,Polytechnic
2003,1044,Applied Arts,F,Polytechnic
2003,0,Humanities & Social Sciences,F,Polytechnic
2003,916,Mass Communication & Information Science,F,Polytechnic
2003,7585,Business & Administration,F,Polytechnic
2003,245,Legal Studies,F,Polytechnic
2003,1406,Science & Related Technologies,F,Polytechnic
2003,2849,Health Sciences,F,Polytechnic
2003,4808,Information Technology,F,Polytechnic
2003,857,Architecture & Building,F,Polytechnic
2003,6876,Engineering Sciences,F,Polytechnic
2003,177,Services,F,Polytechnic
2003,41685,Total,MF,University
2003,1174,Education,MF,University
2003,174,Applied Arts,MF,University
2003,5236,Humanities & Social Sciences,MF,University
2003,608,Mass Communication,MF,University
2003,2169,Accountancy,MF,University
2003,4271,Business & Administration,MF,University
2003,752,Law,MF,University
2003,4436,"Natural, Physical & Mathematical Sciences",MF,University
2003,1114,Medicine,MF,University
2003,138,Dentistry,MF,University
2003,344,Health Sciences,MF,University
2003,1916,Information Technology,MF,University
2003,1474,Architecture & Building,MF,University
2003,17879,Engineering Sciences,MF,University
2003,0,Services,MF,University
2003,59961,Total,MF,Polytechnic
2003,357,Education,MF,Polytechnic
2003,1889,Applied Arts,MF,Polytechnic
2003,0,Humanities & Social Sciences,MF,Polytechnic
2003,1294,Mass Communication & Information Science,MF,Polytechnic
2003,10526,Business & Administration,MF,Polytechnic
2003,352,Legal Studies,MF,Polytechnic
2003,2377,Science & Related Technologies,MF,Polytechnic
2003,3411,Health Sciences,MF,Polytechnic
2003,11715,Information Technology,MF,Polytechnic
2003,1413,Architecture & Building,MF,Polytechnic
2003,25942,Engineering Sciences,MF,Polytechnic
2003,685,Services,MF,Polytechnic
2004,21934,Males Total,M,University
2004,286,Education,M,University
2004,100,Applied Arts,M,University
2004,1599,Humanities & Social Sciences,M,University
2004,132,Mass Communication,M,University
2004,697,Accountancy,M,University
2004,1597,Business & Administration,M,University
2004,314,Law,M,University
2004,1531,"Natural, Physical & Mathematical Sciences",M,University
2004,684,Medicine,M,University
2004,80,Dentistry,M,University
2004,70,Health Sciences,M,University
2004,1206,Information Technology,M,University
2004,610,Architecture & Building,M,University
2004,13018,Engineering Sciences,M,University
2004,10,Services,M,University
2004,21252,Females Total,F,University
2004,812,Education,F,University
2004,126,Applied Arts,F,University
2004,3860,Humanities & Social Sciences,F,University
2004,490,Mass Communication,F,University
2004,1698,Accountancy,F,University
2004,3024,Business & Administration,F,University
2004,502,Law,F,University
2004,3002,"Natural, Physical & Mathematical Sciences",F,University
2004,461,Medicine,F,University
2004,61,Dentistry,F,University
2004,277,Health Sciences,F,University
2004,651,Information Technology,F,University
2004,926,Architecture & Building,F,University
2004,5319,Engineering Sciences,F,University
2004,43,Services,F,University
2004,32962,Males Total,M,Polytechnic
2004,6,Education,M,Polytechnic
2004,910,Applied Arts,M,Polytechnic
2004,0,Humanities & Social Sciences,M,Polytechnic
2004,421,Mass Communication & Information Science,M,Polytechnic
2004,2991,Business & Administration,M,Polytechnic
2004,118,Legal Studies,M,Polytechnic
2004,1068,Science & Related Technologies,M,Polytechnic
2004,848,Health Sciences,M,Polytechnic
2004,6876,Information Technology,M,Polytechnic
2004,588,Architecture & Building,M,Polytechnic
2004,18569,Engineering Sciences,M,Polytechnic
2004,567,Services,M,Polytechnic
2004,27379,Females Total,F,Polytechnic
2004,413,Education,F,Polytechnic
2004,1210,Applied Arts,F,Polytechnic
2004,0,Humanities & Social Sciences,F,Polytechnic
2004,1044,Mass Communication & Information Science,F,Polytechnic
2004,7263,Business & Administration,F,Polytechnic
2004,230,Legal Studies,F,Polytechnic
2004,1573,Science & Related Technologies,F,Polytechnic
2004,3632,Health Sciences,F,Polytechnic
2004,4869,Information Technology,F,Polytechnic
2004,833,Architecture & Building,F,Polytechnic
2004,6145,Engineering Sciences,F,Polytechnic
2004,167,Services,F,Polytechnic
2004,43186,Total,MF,University
2004,1098,Education,MF,University
2004,226,Applied Arts,MF,University
2004,5459,Humanities & Social Sciences,MF,University
2004,622,Mass Communication,MF,University
2004,2395,Accountancy,MF,University
2004,4621,Business & Administration,MF,University
2004,816,Law,MF,University
2004,4533,"Natural, Physical & Mathematical Sciences",MF,University
2004,1145,Medicine,MF,University
2004,141,Dentistry,MF,University
2004,347,Health Sciences,MF,University
2004,1857,Information Technology,MF,University
2004,1536,Architecture & Building,MF,University
2004,18337,Engineering Sciences,MF,University
2004,53,Services,MF,University
2004,60341,Total,MF,Polytechnic
2004,419,Education,MF,Polytechnic
2004,2120,Applied Arts,MF,Polytechnic
2004,0,Humanities & Social Sciences,MF,Polytechnic
2004,1465,Mass Communication & Information Science,MF,Polytechnic
2004,10254,Business & Administration,MF,Polytechnic
2004,348,Legal Studies,MF,Polytechnic
2004,2641,Science & Related Technologies,MF,Polytechnic
2004,4480,Health Sciences,MF,Polytechnic
2004,11745,Information Technology,MF,Polytechnic
2004,1421,Architecture & Building,MF,Polytechnic
2004,24714,Engineering Sciences,MF,Polytechnic
2004,734,Services,MF,Polytechnic
2005,23220,Males Total,M,University
2005,249,Education,M,University
2005,143,Applied Arts,M,University
2005,1823,Humanities & Social Sciences,M,University
2005,137,Mass Communication,M,University
2005,829,Accountancy,M,University
2005,1914,Business & Administration,M,University
2005,345,Law,M,University
2005,1846,"Natural, Physical & Mathematical Sciences",M,University
2005,690,Medicine,M,University
2005,72,Dentistry,M,University
2005,81,Health Sciences,M,University
2005,1278,Information Technology,M,University
2005,609,Architecture & Building,M,University
2005,13176,Engineering Sciences,M,University
2005,28,Services,M,University
2005,22133,Females Total,F,University
2005,695,Education,F,University
2005,212,Applied Arts,F,University
2005,4331,Humanities & Social Sciences,F,University
2005,507,Mass Communication,F,University
2005,1732,Accountancy,F,University
