Year,University,School,Degree,Overall Employment Rate,Full-Time Employment Rate,Gross Monthly Mean,Gross Monthly Median,Gross Monthly 25th Percentile,Gross Monthly 75th Percentile
2016,Nanyang Technological University,College of Engineering,Aerospace Engineering,82.4,77.9,3840,3675,3350,4435
2016,Nanyang Technological University,College of Engineering,Bioengineering,77.8,63.9,3317,3237,3000,3510
2016,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering,80.6,72.6,3476,3400,3200,3800
2016,Nanyang Technological University,College of Engineering,Civil Engineering,92.4,91.6,3505,3300,3200,3800
2016,Nanyang Technological University,College of Engineering,Computer Engineering,83.3,75.9,3833,3500,3300,4420
2016,Nanyang Technological University,College of Engineering,Computer Science,94.6,91.4,3848,3500,3300,4333
2016,Nanyang Technological University,College of Engineering,Electrical And Electronic Engineering,89.1,83.6,3517,3400,3190,3800
2016,Nanyang Technological University,College of Engineering,Environmental Engineering,80.6,74.2,3216,3100,2800,3400
2016,Nanyang Technological University,College of Engineering,Information Engineering And Media,94.6,87.5,3570,3350,3000,4000
2016,Nanyang Technological University,College of Engineering,Maritime Studies,94.2,88.5,3328,3398,3083,3500
2016,Nanyang Technological University,College of Engineering,Materials Engineering,81.3,73.5,3317,3300,3000,3500
2016,Nanyang Technological University,College of Engineering,Mechanical Engineering,86,79.9,3505,3350,3050,3959
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",79.7,46.6,2761,2700,2500,3000
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,91.1,74.7,3345,3300,3050,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,87.7,69.6,2996,3000,2575,3365
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,91.3,79.3,3440,3300,3000,3850
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,75,54.2,2997,3000,2700,3400
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,87.2,76.6,3082,3000,2700,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,81.8,61.8,3368,3365,2960,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,82.1,66.7,3136,3200,2800,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,86.1,63.9,3480,3500,3000,3850
2016,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine #,94.4,88.9,2577,2500,2150,2800
2016,Nanyang Technological University,College of Sciences,Biological Sciences,80.5,64,3222,3175,3000,3550
2016,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,80.6,64.2,3234,3149,2925,3500
2016,Nanyang Technological University,College of Sciences,Mathematical Sciences,88.5,76.9,3535,3500,3200,3750
2016,Nanyang Technological University,College of Sciences,Mathematics & Economics,89.4,72.7,3458,3300,3000,3750
2016,Nanyang Technological University,College of Sciences,Physics / Applied Physics,85.7,77.1,3683,3450,3100,4000
2016,Nanyang Technological University,Sports Science and Management,Sports Science and Management,83.1,66.1,3272,3200,2825,3500
2016,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3525,3525,3400,3615
2016,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3546,3525,3500,3850
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,86.1,62.5,3063,3000,2600,3200
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),90.7,74.1,3321,3500,3000,3600
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,89.5,73.3,3423,3300,3000,3650
2016,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,100,100,4221,4050,4050,4450
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),91.9,80.6,3366,3200,3000,3500
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),85.3,80.3,3562,3450,3150,4000
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),95.3,91.9,3509,3420,3200,3800
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Computer Engineering),89.1,85.9,3942,3900,3467,4500
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),91.9,87.6,3765,3500,3200,4200
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),85.2,74.1,3707,3740,3350,4026
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),79.3,65.5,3470,3350,3000,3832
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),80.3,78.9,3879,3500,3300,4250
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),90.2,78.4,3501,3540,3200,3900
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),86.6,81,3560,3400,3150,3800
2016,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,97.7,95.9,4898,4900,4200,5600
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),81,61.9,3058,3130,2800,3350
2016,National University of Singapore,Faculty of Science,Bachelor of Science,84.3,59.4,2995,3000,2600,3225
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),84.9,71.7,3386,3300,3000,3650
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,99.1,97.2,3597,3600,3300,3950
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration,93.6,80.7,3282,3000,2837,3500
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),96.4,92.8,4207,3620,3258,4500
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),88.6,86.4,3020,2963,2800,3100
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),99,99,3465,3075,2900,3800
2016,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96.3,93.3,4385,4000,3500,5000
2016,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),94,94,3969,4000,3365,4500
2016,National University of Singapore,School of Design and Environment,Bachelor of Arts (Architecture) #,93.2,89.8,3960,4000,3500,4250
2016,National University of Singapore,School of Design and Environment,Bachelor of Arts (Industrial Design),90.6,65.6,3320,3000,2900,4000
2016,National University of Singapore,School of Design and Environment,Bachelor of Science (Project and Facilities Management),87.8,84.7,3113,3000,2850,3276
2016,National University of Singapore,School of Design and Environment,Bachelor of Science (Real Estate),94.6,92.4,3368,3200,2950,3735
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor Of Surgery #,99.4,99.4,4887,5000,4500,5200
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),93.2,90.9,3363,3400,3200,3425
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),95.1,95.1,3529,3500,3400,3600
2016,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,85.7,14.3,3250,3250,2999,3500
2016,National University of Singapore,Multidisciplinary Programme,Bachelor of Environmental Studies,83.8,67.6,3399,3300,3000,3500
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,98.5,96,3455,3000,2900,3600
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,100,100,3943,3600,3000,4583
2016,Singapore Management University,School of Business (4-year programme) *,Business Management,92.4,84.6,3831,3500,3000,4000
2016,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,96.1,92.1,4234,3660,3250,4583
2016,Singapore Management University,School of Economics (4-year programme) *,Economics,93.4,84,3906,3700,3200,4300
2016,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,97,92.5,4425,4107,3800,4750
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,95.7,91.5,3897,3600,3200,4167
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,97.5,95,4603,4167,3800,4750
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,91.5,80.4,3311,3145,3000,3500
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,94.9,87.2,3548,3400,3000,3668
2016,Singapore Management University,School of Law (4-year programme) *,Law #,95.8,93.7,4915,4850,4200,5800
2016,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,96.7,96.7,5095,5300,4500,5800
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,73.3,53.3,3052,3000,2700,3016
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,85.7,85.7,3329,3400,3100,3500
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100,92.9,3803,4000,3500,4200
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,91.1,58.9,2652,2600,2500,2700
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,97.4,76.3,2485,2515,2200,2800
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,85.9,71.8,3463,3300,3080,3650
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,86.4,79.7,3440,3200,2800,3700
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,95.2,81,3956,3840,3200,4530
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,87,77.8,3344,3200,2900,3575
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,90,90,3239,3300,3000,3500
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,86.4,72.7,3286,3430,3000,3600
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,86.7,62.2,2707,2600,2420,2800
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,78.6,67.9,3149,3130,2500,3700
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,90.9,86.4,3042,3000,2825,3350
2016,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,86.2,69,2344,2300,2000,2500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),88.2,88.2,3628,3660,3400,3930
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3301,3200,3100,3500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3344,3300,3240,3500
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.6,65.3,3277,3200,2800,3700
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.2,64.4,3390,3275,2900,4009
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,87,70.4,3273,3200,3000,3365
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,88.7,80.3,3523,3300,3000,3800
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,89.8,81.6,3704,3600,3400,3900
2016,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,92.7,85.5,3600,3600,3400,3750
2016,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,92.6,81.5,4131,4200,3700,4600
2016,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,98,92,2707,2700,2600,2850
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.1,94.5,3166,3000,2900,3100
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Accountancy (Hons) and Bachelor of Business (Hons),97.2,94.3,3892,3600,3013,4317
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),93,80.8,3643,3300,3000,3800
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Science),100,95,5225,5000,4000,5362
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),80,75,3702,3500,3250,4210
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),78.3,65.2,3486,3419,3000,3825
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering),82.3,75.3,3577,3500,3200,4000
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),98.5,96.9,3442,3400,3190,3675
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),95.1,87.8,3743,3600,3450,3925
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Science),92.4,86.7,4160,3850,3500,4500
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),89.3,85,3657,3600,3200,4000
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Environmental Engineering),71.8,64.1,3588,3635,3200,3950
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Information Engineering & Media),86.9,78.7,3790,3700,3350,4200
2017,Nanyang Technological University,College of Engineering,Bachelor of Science (Hons) (Maritime Studies),92.2,92.2,3333,3320,3000,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Materials Engineering),84.9,75.6,3434,3375,3200,3700
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Mechanical Engineering),82.7,74.9,3579,3450,3100,4000
2017,Nanyang Technological University,College of Engineering,Bachelor of Fine Arts (Hons),88.5,54,2909,2800,2500,3200
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Chinese,84.6,67.7,3147,3300,2750,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Communication Studies (Hons),92.6,62.2,3184,3000,2775,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Economics,84.7,75.5,3379,3240,3000,3720
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in English,77.8,50.8,3149,3000,2800,3300
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in History,86,68.4,3265,3200,3000,3600
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Linguistics And Multilingual Studies,80,60,3117,3100,2600,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Psychology,78.9,59.2,3151,3200,2890,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Public Policy And Global Affairs,74.1,66.7,3479,3395,3160,3750
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Sociology,77.6,62.1,3309,3228,2970,3500
2017,Nanyang Technological University,College of Sciences,Double Degree in Bachelor of Science (Hons) in Biomedical Sciences and Bachelor of Medicine (Chinese Medicine) #,92,80,2792,2950,2500,3035
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Biological Sciences,80.4,62.6,3255,3200,3000,3500
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Chemistry & Biological Chemistry,70.1,51.1,3173,3100,2800,3488
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematical Sciences,89.7,79.5,3580,3500,3100,3800
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematics & Economics,89.8,83.1,3625,3400,3013,3775
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Physics/Applied Physics,81.6,61.8,3490,3300,3000,3819
2017,Nanyang Technological University,Sport Science and Management,Bachelor of Science (Hons) (Sport Science & Management),81.1,48.6,3486,3450,2800,4000
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),100,100,3589,3600,3500,3800
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),100,100,3701,3701,3500,3958
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,85.8,61.9,3107,3000,2700,3300
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88.2,66.7,3391,3360,3000,3600
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.3,74.7,3443,3300,3000,3750
2017,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,100,100,4143,4050,4000,4400
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),90.6,81.3,3367,3300,3000,3700
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),87.8,81.3,3727,3600,3300,4000
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),95.5,90.9,3427,3300,3135,3700
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),89.4,86.5,3641,3600,3300,3900
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),76.5,64.7,3827,3675,3440,4200
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),86.3,71.2,3546,3350,3000,3800
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),93.3,89.9,4035,3875,3450,4200
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),94,86,3570,3388,3200,3950
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),87.3,82.3,3657,3450,3100,4000
2017,National University of Singapore,Faculty of Law,Bachelor of Laws #,95.8,92.3,5121,5000,4500,5600
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),82.1,50,3187,3085,2800,3200
2017,National University of Singapore,Faculty of Science,Bachelor of Science,76.9,54.5,3214,3082,2800,3400
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),85.9,69.3,3435,3300,3000,3700
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,99.1,94.5,3616,3600,3500,3800
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration,94.9,87.3,4031,3500,3000,4333
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),98.2,93.6,4388,3800,3450,4782
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),97.2,94.4,3473,3025,3000,3600
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),100,100,3744,3125,3000,4023
2017,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),93.5,89.4,4628,4285,3656,5000
2017,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),94.5,91.8,4192,4000,3550,4592
2017,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),97.6,97.6,4203,4000,3500,4766
2017,National University of Singapore,School of Design and Environment,Bachelor of Arts (Architecture) #,91.3,86.4,4079,4000,3780,4300
2017,National University of Singapore,School of Design and Environment,Bachelor of Arts (Industrial Design),93.3,60,3079,2920,2600,3200
2017,National University of Singapore,School of Design and Environment,Bachelor of Science (Project and Facilities Management),90.8,81.7,3162,3000,2900,3300
2017,National University of Singapore,School of Design and Environment,Bachelor of Science (Real Estate),93.8,88.7,3168,3000,2800,3300
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine And Bachelor Of Surgery #,100,100,4882,5000,4500,5305
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),97.4,97.4,3328,3400,3200,3450
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),91.8,89.8,3462,3500,3300,3650
2017,National University of Singapore,YST Conservatory Of Music,Bachelor of Music,73.3,26.7,2500,2225,2050,2950
2017,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,93.5,76.6,3956,3500,3075,4000
2017,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,91.7,75,4362,4083,3600,4875
2017,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Engineering (Computer Engineering),89.4,84.7,4131,3900,3588,4500
2017,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,88.7,62.3,3419,3300,3000,3600
2017,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy,98,96.6,3646,3000,2920,3600
2017,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy Cum Laude and above,97.8,97.8,4089,3200,3000,4645
2017,Singapore Management University,School of Business (4-years programme) *,Business Management,93.3,85.7,3995,3500,3050,4362
2017,Singapore Management University,School of Business (4-years programme) *,Business Management Cum Laude and above,95.8,92,4504,4000,3300,5000
2017,Singapore Management University,School of Economics (4-years programme) *,Economics,91.3,82.6,4143,3700,3300,4583
2017,Singapore Management University,School of Economics (4-years programme) *,Economics Cum Laude and above,93.2,90.5,4737,4100,3600,5113
2017,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management,95.1,91.3,4014,4000,3550,4500
2017,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management Cum Laude and above,96.1,94.1,4305,4334,4000,4750
2017,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences,91.3,78,3493,3300,3000,3750
2017,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences Cum Laude and above,87.9,81.8,3938,3630,3300,4000
2017,Singapore Management University,School of Law (4-years programme) *,Law #,97.6,94,4941,5000,4000,5840
2017,Singapore Management University,School of Law (4-years programme) *,Law Cum Laude and above #,97.9,97.9,5287,5600,4200,6000
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,96.2,92.3,3067,3000,2800,3200
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation ^,88.5,69.2,2876,2875,2700,3000
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design ^,100,100,3291,3250,2900,3600
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.9,90.6,3904,3800,3558,4140
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,90.7,68.5,2949,2700,2500,3200
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,87.2,2841,2700,2500,3000
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,77.3,62.1,3290,3255,2975,3600
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.4,88.9,3269,3200,3000,3450
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,96.2,88.5,3541,3500,3000,4000
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,90.5,85.7,3145,3000,2800,3350
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,95.5,95.5,3537,3300,3200,3500
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,100,86.7,3866,3300,3300,3950
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,97.7,79.1,2980,2700,2475,3200
2017,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,84.5,74.1,3301,3200,3000,3375
2017,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,82.8,82.8,3591,3400,3000,4000
2017,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,87.9,54.5,2598,2300,2200,3259
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,97.1,3258,3300,3020,3450
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,96.8,3489,3400,3300,3500
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.3,65.6,3481,3200,2950,3700
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,80,52.5,3280,3125,2625,3650
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,96.6,87.9,3670,3200,3000,3700
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,94.6,86.5,3595,3400,3000,4000
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,95.8,85.9,3724,3600,3300,4200
2017,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,98.2,96.5,3741,3650,3600,3900
2017,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,86.4,69.5,3825,3800,3050,4160
2017,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,96.4,92.9,2890,2900,2800,3000
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Accountancy with Honours,94.1,92.1,3113,3088,2975,3250
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Hospitality Business with Honours ^,94.7,84.2,2829,2800,2500,3100
2018,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,94.6,92.2,3245,3000,3000,3200
2018,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,99.2,97.7,4456,4000,3600,4633
2018,Nanyang Technological University,College of Business (Nanyang Business School),Business,92.6,84.3,3776,3500,3200,4000
2018,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing ^,100,100,4572,4575,4200,4900
2018,Nanyang Technological University,College of Engineering,Aerospace Engineering,95.3,88.4,3873,3800,3365,4280
2018,Nanyang Technological University,College of Engineering,Bioengineering,77.5,66.2,3660,3500,3200,4000
2018,Nanyang Technological University,College of Engineering,Chemical & Biomolecular Engineering,91.6,86,3782,3600,3300,4200
2018,Nanyang Technological University,College of Engineering,Civil Engineering,96.5,96.5,3597,3500,3200,3816
2018,Nanyang Technological University,College of Engineering,Computer Engineering,95.8,95.8,3865,3775,3400,4200
2018,Nanyang Technological University,College of Engineering,Computer Science,94.4,93,4062,4000,3500,4500
2018,Nanyang Technological University,College of Engineering,Electrical & Electronic Engineering,92.7,91,3772,3600,3323,4000
2018,Nanyang Technological University,College of Engineering,Environmental Engineering,92.1,81.6,3485,3400,3000,3500
2018,Nanyang Technological University,College of Engineering,Information Engineering & Media,93.2,89,3800,3750,3500,4140
2018,Nanyang Technological University,College of Engineering,Maritime Studies,93.3,90,3409,3350,3000,3640
2018,Nanyang Technological University,College of Engineering,Materials Engineering,86.5,81.9,3650,3500,3200,4000
2018,Nanyang Technological University,College of Engineering,Mechanical Engineering,85.6,81.1,3653,3500,3200,4000
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",85.7,53.8,2986,3000,2600,3300
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,86.4,76.3,3260,3500,3000,3518
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,95,84.2,3166,3000,2750,3500
