index,Institute,Enrollment,Year,Sex,Institute_Type
1,Nanyang Polytechnic,0,1982,F,Polytechnic
2,Nanyang Polytechnic,0,1983,F,Polytechnic
3,Nanyang Polytechnic,0,1984,F,Polytechnic
4,Nanyang Polytechnic,0,1985,F,Polytechnic
5,Nanyang Polytechnic,0,1986,F,Polytechnic
6,Nanyang Polytechnic,0,1987,F,Polytechnic
7,Nanyang Polytechnic,0,1988,F,Polytechnic
8,Nanyang Polytechnic,0,1989,F,Polytechnic
9,Nanyang Polytechnic,0,1990,F,Polytechnic
10,Nanyang Polytechnic,0,1991,F,Polytechnic
11,Nanyang Polytechnic,580,1992,F,Polytechnic
12,Nanyang Polytechnic,1946,1993,F,Polytechnic
13,Nanyang Polytechnic,3199,1994,F,Polytechnic
14,Nanyang Polytechnic,4066,1995,F,Polytechnic
15,Nanyang Polytechnic,4381,1996,F,Polytechnic
16,Nanyang Polytechnic,4620,1997,F,Polytechnic
17,Nanyang Polytechnic,5129,1998,F,Polytechnic
18,Nanyang Polytechnic,5647,1999,F,Polytechnic
19,Nanyang Polytechnic,5989,2000,F,Polytechnic
20,Nanyang Polytechnic,6379,2001,F,Polytechnic
21,Nanyang Polytechnic,6892,2002,F,Polytechnic
22,Nanyang Polytechnic,7456,2003,F,Polytechnic
23,Nanyang Polytechnic,7875,2004,F,Polytechnic
24,Nanyang Polytechnic,8010,2005,F,Polytechnic
25,Nanyang Polytechnic,7913,2006,F,Polytechnic
26,Nanyang Polytechnic,7732,2007,F,Polytechnic
27,Nanyang Polytechnic,7866,2008,F,Polytechnic
28,Nanyang Polytechnic,8150,2009,F,Polytechnic
29,Nanyang Polytechnic,8387,2010,F,Polytechnic
30,Nanyang Polytechnic,8440,2011,F,Polytechnic
31,Nanyang Polytechnic,8197,2012,F,Polytechnic
32,Nanyang Polytechnic,8242,2013,F,Polytechnic
33,Nanyang Polytechnic,8189,2014,F,Polytechnic
34,Nanyang Polytechnic,8177,2015,F,Polytechnic
35,Nanyang Polytechnic,7661,2016,F,Polytechnic
36,Nanyang Polytechnic,7398,2017,F,Polytechnic
37,Nanyang Polytechnic,7304,2018,F,Polytechnic
38,Nanyang Polytechnic,0,1982,MF,Polytechnic
39,Nanyang Polytechnic,0,1983,MF,Polytechnic
40,Nanyang Polytechnic,0,1984,MF,Polytechnic
41,Nanyang Polytechnic,0,1985,MF,Polytechnic
42,Nanyang Polytechnic,0,1986,MF,Polytechnic
43,Nanyang Polytechnic,0,1987,MF,Polytechnic
44,Nanyang Polytechnic,0,1988,MF,Polytechnic
45,Nanyang Polytechnic,0,1989,MF,Polytechnic
46,Nanyang Polytechnic,0,1990,MF,Polytechnic
47,Nanyang Polytechnic,0,1991,MF,Polytechnic
48,Nanyang Polytechnic,699,1992,MF,Polytechnic
49,Nanyang Polytechnic,3944,1993,MF,Polytechnic
50,Nanyang Polytechnic,5785,1994,MF,Polytechnic
51,Nanyang Polytechnic,7291,1995,MF,Polytechnic
52,Nanyang Polytechnic,7764,1996,MF,Polytechnic
53,Nanyang Polytechnic,8271,1997,MF,Polytechnic
54,Nanyang Polytechnic,9277,1998,MF,Polytechnic
55,Nanyang Polytechnic,10514,1999,MF,Polytechnic
56,Nanyang Polytechnic,11463,2000,MF,Polytechnic
57,Nanyang Polytechnic,12385,2001,MF,Polytechnic
58,Nanyang Polytechnic,13105,2002,MF,Polytechnic
59,Nanyang Polytechnic,13754,2003,MF,Polytechnic
60,Nanyang Polytechnic,14233,2004,MF,Polytechnic
61,Nanyang Polytechnic,14643,2005,MF,Polytechnic
62,Nanyang Polytechnic,15001,2006,MF,Polytechnic
63,Nanyang Polytechnic,14874,2007,MF,Polytechnic
64,Nanyang Polytechnic,15225,2008,MF,Polytechnic
65,Nanyang Polytechnic,15656,2009,MF,Polytechnic
66,Nanyang Polytechnic,16183,2010,MF,Polytechnic
67,Nanyang Polytechnic,16408,2011,MF,Polytechnic
68,Nanyang Polytechnic,16076,2012,MF,Polytechnic
69,Nanyang Polytechnic,16266,2013,MF,Polytechnic
70,Nanyang Polytechnic,16092,2014,MF,Polytechnic
71,Nanyang Polytechnic,15842,2015,MF,Polytechnic
72,Nanyang Polytechnic,15035,2016,MF,Polytechnic
73,Nanyang Polytechnic,14734,2017,MF,Polytechnic
74,Nanyang Polytechnic,14715,2018,MF,Polytechnic
75,Nanyang Polytechnic,0,1982,M,Polytechnic
76,Nanyang Polytechnic,0,1983,M,Polytechnic
77,Nanyang Polytechnic,0,1984,M,Polytechnic
78,Nanyang Polytechnic,0,1985,M,Polytechnic
79,Nanyang Polytechnic,0,1986,M,Polytechnic
80,Nanyang Polytechnic,0,1987,M,Polytechnic
81,Nanyang Polytechnic,0,1988,M,Polytechnic
82,Nanyang Polytechnic,0,1989,M,Polytechnic
83,Nanyang Polytechnic,0,1990,M,Polytechnic
84,Nanyang Polytechnic,0,1991,M,Polytechnic
85,Nanyang Polytechnic,119,1992,M,Polytechnic
86,Nanyang Polytechnic,1998,1993,M,Polytechnic
87,Nanyang Polytechnic,2586,1994,M,Polytechnic
88,Nanyang Polytechnic,3225,1995,M,Polytechnic
89,Nanyang Polytechnic,3383,1996,M,Polytechnic
90,Nanyang Polytechnic,3651,1997,M,Polytechnic
91,Nanyang Polytechnic,4148,1998,M,Polytechnic
92,Nanyang Polytechnic,4867,1999,M,Polytechnic
93,Nanyang Polytechnic,5474,2000,M,Polytechnic
94,Nanyang Polytechnic,6006,2001,M,Polytechnic
95,Nanyang Polytechnic,6213,2002,M,Polytechnic
96,Nanyang Polytechnic,6298,2003,M,Polytechnic
97,Nanyang Polytechnic,6358,2004,M,Polytechnic
98,Nanyang Polytechnic,6633,2005,M,Polytechnic
99,Nanyang Polytechnic,7088,2006,M,Polytechnic
100,Nanyang Polytechnic,7142,2007,M,Polytechnic
101,Nanyang Polytechnic,7359,2008,M,Polytechnic
102,Nanyang Polytechnic,7506,2009,M,Polytechnic
103,Nanyang Polytechnic,7796,2010,M,Polytechnic
104,Nanyang Polytechnic,7968,2011,M,Polytechnic
105,Nanyang Polytechnic,7879,2012,M,Polytechnic
106,Nanyang Polytechnic,8024,2013,M,Polytechnic
107,Nanyang Polytechnic,7903,2014,M,Polytechnic
108,Nanyang Polytechnic,7665,2015,M,Polytechnic
109,Nanyang Polytechnic,7374,2016,M,Polytechnic
110,Nanyang Polytechnic,7336,2017,M,Polytechnic
111,Nanyang Polytechnic,7411,2018,M,Polytechnic
112,Ngee Ann Polytechnic,1153,1982,F,Polytechnic
113,Ngee Ann Polytechnic,1650,1983,F,Polytechnic
114,Ngee Ann Polytechnic,2374,1984,F,Polytechnic
115,Ngee Ann Polytechnic,2993,1985,F,Polytechnic
116,Ngee Ann Polytechnic,3470,1986,F,Polytechnic
117,Ngee Ann Polytechnic,3910,1987,F,Polytechnic
118,Ngee Ann Polytechnic,4037,1988,F,Polytechnic
119,Ngee Ann Polytechnic,4477,1989,F,Polytechnic
120,Ngee Ann Polytechnic,4817,1990,F,Polytechnic
121,Ngee Ann Polytechnic,5316,1991,F,Polytechnic
122,Ngee Ann Polytechnic,5527,1992,F,Polytechnic
123,Ngee Ann Polytechnic,5473,1993,F,Polytechnic
124,Ngee Ann Polytechnic,5624,1994,F,Polytechnic
125,Ngee Ann Polytechnic,5858,1995,F,Polytechnic
126,Ngee Ann Polytechnic,6113,1996,F,Polytechnic
127,Ngee Ann Polytechnic,6169,1997,F,Polytechnic
128,Ngee Ann Polytechnic,6001,1998,F,Polytechnic
129,Ngee Ann Polytechnic,6211,1999,F,Polytechnic
130,Ngee Ann Polytechnic,6419,2000,F,Polytechnic
131,Ngee Ann Polytechnic,6623,2001,F,Polytechnic
132,Ngee Ann Polytechnic,6626,2002,F,Polytechnic
133,Ngee Ann Polytechnic,6534,2003,F,Polytechnic
134,Ngee Ann Polytechnic,6347,2004,F,Polytechnic
135,Ngee Ann Polytechnic,6500,2005,F,Polytechnic
136,Ngee Ann Polytechnic,6719,2006,F,Polytechnic
137,Ngee Ann Polytechnic,7007,2007,F,Polytechnic
138,Ngee Ann Polytechnic,7214,2008,F,Polytechnic
139,Ngee Ann Polytechnic,7436,2009,F,Polytechnic
140,Ngee Ann Polytechnic,7655,2010,F,Polytechnic
141,Ngee Ann Polytechnic,7703,2011,F,Polytechnic
142,Ngee Ann Polytechnic,7788,2012,F,Polytechnic
143,Ngee Ann Polytechnic,7866,2013,F,Polytechnic
144,Ngee Ann Polytechnic,7758,2014,F,Polytechnic
145,Ngee Ann Polytechnic,7465,2015,F,Polytechnic
146,Ngee Ann Polytechnic,7243,2016,F,Polytechnic
147,Ngee Ann Polytechnic,7304,2017,F,Polytechnic
148,Ngee Ann Polytechnic,7469,2018,F,Polytechnic
149,Ngee Ann Polytechnic,3660,1982,MF,Polytechnic
150,Ngee Ann Polytechnic,4825,1983,MF,Polytechnic
151,Ngee Ann Polytechnic,6919,1984,MF,Polytechnic
152,Ngee Ann Polytechnic,8516,1985,MF,Polytechnic
153,Ngee Ann Polytechnic,9617,1986,MF,Polytechnic
154,Ngee Ann Polytechnic,10237,1987,MF,Polytechnic
155,Ngee Ann Polytechnic,10448,1988,MF,Polytechnic
156,Ngee Ann Polytechnic,11341,1989,MF,Polytechnic
157,Ngee Ann Polytechnic,11995,1990,MF,Polytechnic
158,Ngee Ann Polytechnic,12759,1991,MF,Polytechnic
159,Ngee Ann Polytechnic,13330,1992,MF,Polytechnic
160,Ngee Ann Polytechnic,13353,1993,MF,Polytechnic
161,Ngee Ann Polytechnic,13637,1994,MF,Polytechnic
162,Ngee Ann Polytechnic,14249,1995,MF,Polytechnic
163,Ngee Ann Polytechnic,14480,1996,MF,Polytechnic
164,Ngee Ann Polytechnic,14760,1997,MF,Polytechnic
165,Ngee Ann Polytechnic,14300,1998,MF,Polytechnic
166,Ngee Ann Polytechnic,14433,1999,MF,Polytechnic
167,Ngee Ann Polytechnic,14378,2000,MF,Polytechnic
